"",,,ANAPLAS-,"ARBO, OTHER",,,,CAMPYLO-,
ONEIDA,0.0,9.0,0.4,6.4,12.8,6.8,2.1,2.1
ONONDAGA,0.2,13.2,0.6,7.3,10.0,13.2,12.4,1.1
ONTARIO,0.0,19.2,3.7,2.7,11.0,9.2,1.8,2.7
ORANGE,0.0,12.5,5.3,5.3,9.1,3.7,4.0,3.7
ORLEANS,0.0,9.5,0.0,0.0,21.3,7.1,0.0,2.4
OSWEGO,0.8,9.1,0.0,5.8,10.7,10.7,4.1,0.8
OTSEGO,0.0,11.3,1.6,4.9,24.3,11.3,8.1,3.2
PUTNAM,0.0,16.1,1.0,1.0,4.0,4.0,1.0,5.0
RENSSELAER,0.6,16.3,1.9,6.9,6.9,8.1,8.1,1.3
ROCKLAND,0.3,13.4,16.8,2.8,5.6,7.2,4.7,11.8
ST. LAWRENCE,0.0,14.3,0.9,2.7,15.2,9.8,1.8,0.0
SARATOGA,0.0,9.4,2.7,3.1,6.7,4.0,4.0,0.4
SCHENECTADY,0.0,7.7,0.6,5.2,14.2,9.7,9.0,9.7
SCHOHARIE,0.0,9.4,0.0,3.1,0.0,6.3,6.3,0.0
SCHUYLER,0.0,37.9,0.0,16.3,16.3,16.3,0.0,5.4
SENECA,0.0,25.4,0.0,5.6,11.3,14.1,0.0,14.1
STEUBEN,0.0,13.2,0.0,4.1,17.2,8.1,0.0,1.0
SUFFOLK,0.5,12.7,3.4,2.4,9.1,5.5,7.2,9.4
SULLIVAN,0.0,20.9,2.6,1.3,9.1,9.1,3.9,6.5
TIOGA,0.0,15.9,0.0,10.0,8.0,10.0,6.0,0.0
TOMPKINS,0.0,7.7,1.0,3.9,12.5,8.7,10.6,1.0
ULSTER,0.0,7.2,0.6,1.1,9.9,9.4,2.8,5.0
WARREN,0.0,10.7,1.5,3.1,10.7,19.9,1.5,1.5
WASHINGTON,0.0,7.9,0.0,1.6,4.8,6.3,0.0,0.0
WAYNE,0.0,19.5,0.0,4.3,13.0,9.7,3.2,6.5
WESTCHESTER,0.0,13.6,3.4,3.2,8.2,7.1,7.4,8.7
WYOMING,0.0,9.6,0.0,0.0,9.6,7.2,0.0,0.0
YATES,0.0,27.8,0.0,0.0,8.0,11.9,0.0,0.0
"",TOXIC,,,,,,
"",SHOCK,,,,,WEST NILE,
"",SYNDROME,TUBERCULOSIS,TULAREMIA,TYPHOID FEVER,WEST NILE FEVER,VIRUS,YERSINIOSIS
ALBANY,0.7,2.3,0.0,0.0,0.0,0.0,1.0
ALLEGANY,0.0,0.0,0.0,0.0,0.0,0.0,2.1
BROOME,0.0,0.0,0.0,0.0,0.0,0.0,0.5
CATTARAUGUS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAYUGA,0.0,2.5,0.0,0.0,0.0,0.0,0.0
CHAUTAUQUA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHEMUNG,0.0,0.0,0.0,0.0,0.0,0.0,1.1
CHENANGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLINTON,0.0,0.0,2.5,0.0,0.0,0.0,0.0
COLUMBIA,0.0,3.2,0.0,0.0,0.0,0.0,1.6
CORTLAND,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DELAWARE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUTCHESS,0.0,2.4,0.0,0.0,0.0,0.3,0.0
ERIE,0.0,1.7,0.0,0.2,0.0,0.0,0.2
ESSEX,0.0,2.6,0.0,0.0,0.0,0.0,2.6
FRANKLIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FULTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GENESEE,0.0,0.0,0.0,0.0,0.0,1.7,0.0
GREENE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAMILTON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HERKIMER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JEFFERSON,0.0,0.8,0.0,0.0,0.0,0.0,0.0
LEWIS,7.4,0.0,0.0,0.0,0.0,0.0,0.0
LIVINGSTON,0.0,0.0,0.0,0.0,0.0,0.0,4.6
MADISON,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MONROE,1.1,2.7,0.0,0.0,0.0,0.0,0.3
MONTGOMERY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NASSAU,0.0,2.4,0.0,0.4,0.0,0.3,0.8
NIAGARA,0.0,1.4,0.0,0.0,0.0,0.0,0.5
ONEIDA,0.0,1.3,0.0,0.0,0.0,0.0,0.0
ONONDAGA,0.2,2.1,0.0,0.0,0.0,0.2,0.4
ONTARIO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ORANGE,0.0,2.1,0.0,0.0,0.0,0.0,0.3
ORLEANS,0.0,0.0,0.0,0.0,0.0,0.0,2.4
OSWEGO,0.0,0.8,0.0,0.0,0.0,0.0,0.0
OTSEGO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PUTNAM,0.0,2.0,0.0,0.0,0.0,0.0,0.0
RENSSELAER,0.0,1.3,0.0,0.0,0.0,0.0,0.6
ROCKLAND,0.0,3.4,0.0,0.0,0.0,0.0,0.0
ST. LAWRENCE,0.9,0.0,0.0,0.0,0.0,0.0,0.9
SARATOGA,0.0,0.4,0.0,0.0,0.0,0.0,0.0
SCHENECTADY,0.6,1.9,0.0,0.0,0.0,0.0,0.0
SCHOHARIE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCHUYLER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SENECA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STEUBEN,0.0,0.0,0.0,1.0,0.0,0.0,0.0
SUFFOLK,0.0,2.3,0.1,0.1,0.0,0.1,0.3
SULLIVAN,0.0,1.3,0.0,0.0,0.0,0.0,0.0
TIOGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOMPKINS,0.0,3.9,0.0,0.0,0.0,1.0,2.9
ULSTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WARREN,0.0,0.0,0.0,0.0,0.0,1.5,1.5
WASHINGTON,0.0,1.6,0.0,0.0,0.0,0.0,0.0
WAYNE,1.1,1.1,0.0,0.0,0.0,0.0,1.1
WESTCHESTER,0.1,2.8,0.0,0.0,0.0,0.2,0.3
WYOMING,0.0,0.0,0.0,0.0,0.0,0.0,0.0
YATES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
